Indicador;Idade;Genero;Dependentes;Escolaridade;Estado_Civil;Renda;Cartao;Limite_Credito
0;57;M;3;Ensino Médio Completo;Solteiro;De 80 Mil a 120 Mil;Blue;12663.0
0;48;F;2;Ensino Superior Completo;Solteiro;Menos de 40 Mil;Blue;1438.3
0;39;F;5;Pós-Graduação;Solteiro;Menos de 40 Mil;Blue;1438.3
0;45;F;3;Ensino Médio Completo;Casado;;Blue;5056.0
1;53;F;0;Pós-Graduação;Solteiro;Menos de 40 Mil;Blue;1438.3
0;26;M;0;Desconhecido;Casado;Mais de 120 Mil;Blue;30928.0
0;40;M;3;Pós-Graduação;Casado;De 80 Mil a 120 Mil;Blue;1804.0
0;43;M;2;Ensino Superior Completo;Casado;De 80 Mil a 120 Mil;Blue;1669.0
0;33;F;2;Ensino Médio Completo;Divorciado;;Blue;9725.0
0;45;M;1;Sem Escolaridade;Solteiro;De 60 Mil a 80 Mil;Blue;21696.0
0;49;F;2;Ensino Médio Completo;Casado;Menos de 40 Mil;Blue;2992.0
0;38;F;1;Doutorado;Solteiro;Menos de 40 Mil;Blue;1934.0
0;43;M;5;Sem Escolaridade;Casado;Mais de 120 Mil;Blue;34516.0
0;42;F;4;Sem Escolaridade;Solteiro;Menos de 40 Mil;Blue;1734.0
0;42;F;4;Sem Escolaridade;Solteiro;Menos de 40 Mil;Blue;1438.3
1;39;F;2;Doutorado;Casado;Menos de 40 Mil;Blue;1438.3
0;48;M;2;Sem Escolaridade;Solteiro;De 40 Mil a 60 Mil;Blue;9673.0
0;56;F;2;Doutorado;Solteiro;De 40 Mil a 60 Mil;Blue;3609.0
1;39;F;2;Sem Escolaridade;Solteiro;Menos de 40 Mil;Blue;1438.3
0;39;M;2;Pós-Graduação;Solteiro;De 40 Mil a 60 Mil;Blue;6423.0
1;48;F;3;Pós-Graduação;Casado;De 40 Mil a 60 Mil;Blue;14899.0
0;52;F;2;Ensino Superior Completo;Casado;De 40 Mil a 60 Mil;Blue;3224.0
0;44;F;3;Ensino Médio Completo;Casado;Menos de 40 Mil;Blue;4135.0
0;44;M;1;Desconhecido;Casado;De 60 Mil a 80 Mil;Blue;4969.0
0;41;F;3;Ensino Superior Completo;Solteiro;De 40 Mil a 60 Mil;Blue;8376.0
0;44;M;2;Desconhecido;Solteiro;De 80 Mil a 120 Mil;Blue;3454.0
0;42;M;3;Ensino Médio Completo;Casado;De 80 Mil a 120 Mil;Blue;25944.0
0;49;M;3;Ensino Médio Completo;Casado;De 60 Mil a 80 Mil;Blue;1438.3
1;38;F;0;Ensino Médio Completo;Solteiro;Menos de 40 Mil;Blue;1556.0
1;57;M;3;Pós-Graduação;Casado;De 60 Mil a 80 Mil;Blue;8701.0
1;33;M;2;Sem Escolaridade;Solteiro;De 40 Mil a 60 Mil;Blue;5600.0
0;45;F;3;Pós-Graduação;;Menos de 40 Mil;Blue;2900.0
0;61;F;0;Pós-Graduação;Casado;De 40 Mil a 60 Mil;Blue;4906.0
0;41;F;4;Doutorado;Solteiro;Menos de 40 Mil;Blue;2687.0
0;40;F;3;Ensino Médio Completo;Divorciado;De 40 Mil a 60 Mil;Blue;4464.0
0;51;F;2;Pós-Graduação;Solteiro;De 40 Mil a 60 Mil;Blue;1438.3
0;34;F;1;Ensino Superior Completo;Casado;Menos de 40 Mil;Blue;2221.0
0;42;M;4;Sem Escolaridade;Casado;De 60 Mil a 80 Mil;Blue;2966.0
0;38;F;2;Ensino Médio Completo;Casado;De 40 Mil a 60 Mil;Blue;1593.0
0;41;F;2;Sem Escolaridade;Solteiro;Menos de 40 Mil;Blue;2450.0
0;53;F;3;Pós-Graduação;Divorciado;Menos de 40 Mil;Blue;1529.0
0;45;F;3;Pós-Graduação;Solteiro;De 40 Mil a 60 Mil;Blue;6274.0
0;43;F;4;Desconhecido;Solteiro;Menos de 40 Mil;Blue;1438.3
0;41;F;3;Pós-Graduação;Casado;Menos de 40 Mil;Blue;2134.0
0;50;M;1;Ensino Superior Completo;Casado;De 80 Mil a 120 Mil;Blue;17158.0
0;51;F;2;Sem Escolaridade;Casado;De 40 Mil a 60 Mil;Blue;3359.0
0;47;M;3;Pós-Graduação;Casado;De 80 Mil a 120 Mil;Blue;11997.0
0;41;F;2;Pós-Graduação;Casado;Menos de 40 Mil;Blue;3302.0
1;55;F;3;Ensino Médio Completo;Solteiro;De 40 Mil a 60 Mil;Blue;2687.0
0;53;F;3;Mestrado;Casado;Menos de 40 Mil;Blue;1438.3
1;46;F;3;Ensino Médio Completo;Casado;Menos de 40 Mil;Blue;1801.0
1;53;M;1;Mestrado;Solteiro;De 60 Mil a 80 Mil;Blue;4573.0
1;48;F;5;Pós-Graduação;Casado;Menos de 40 Mil;Blue;2860.0
0;46;F;3;Sem Escolaridade;Casado;De 40 Mil a 60 Mil;Blue;13387.0
0;46;F;2;Ensino Médio Completo;Solteiro;Menos de 40 Mil;Blue;2283.0
1;47;F;4;Desconhecido;Casado;Menos de 40 Mil;Blue;2033.0
0;49;F;5;Ensino Médio Completo;Casado;De 40 Mil a 60 Mil;Blue;2506.0
0;47;F;1;Sem Escolaridade;Solteiro;Menos de 40 Mil;Blue;1438.3
0;42;M;4;Sem Escolaridade;;De 80 Mil a 120 Mil;Blue;2447.0
0;54;F;2;Sem Escolaridade;Solteiro;Menos de 40 Mil;Blue;1438.3
0;41;M;2;Pós-Graduação;Casado;De 80 Mil a 120 Mil;Blue;10873.0
1;39;F;4;Ensino Superior Completo;Casado;De 40 Mil a 60 Mil;Blue;7596.0
1;54;F;3;Ensino Superior Completo;Casado;Menos de 40 Mil;Blue;2921.0
0;42;F;3;Ensino Médio Completo;Solteiro;De 40 Mil a 60 Mil;Blue;10136.0
0;52;F;3;Ensino Médio Completo;Casado;Menos de 40 Mil;Blue;2187.0
0;60;F;0;Sem Escolaridade;Solteiro;Menos de 40 Mil;Blue;3302.0
0;40;M;3;Sem Escolaridade;Divorciado;De 80 Mil a 120 Mil;Blue;30997.0
0;48;F;1;Sem Escolaridade;Solteiro;Menos de 40 Mil;Blue;2578.0
1;51;F;1;Desconhecido;Casado;Menos de 40 Mil;Blue;1438.3
0;48;M;3;Pós-Graduação;Solteiro;De 80 Mil a 120 Mil;Blue;3034.0
0;46;F;1;Desconhecido;Solteiro;Menos de 40 Mil;Blue;1438.3
0;50;F;2;Pós-Graduação;Solteiro;;Blue;2611.0
0;54;F;2;Doutorado;Casado;De 40 Mil a 60 Mil;Blue;2222.0
1;37;F;2;Pós-Graduação;Divorciado;Menos de 40 Mil;Blue;3328.0
1;43;F;3;Desconhecido;Casado;Menos de 40 Mil;Blue;2440.0
0;54;F;4;Ensino Superior Completo;Solteiro;;Blue;9723.0
0;60;F;1;Pós-Graduação;Solteiro;Menos de 40 Mil;Blue;2346.0
0;51;M;2;Pós-Graduação;Casado;De 60 Mil a 80 Mil;Silver;26142.0
1;39;F;4;Ensino Médio Completo;Solteiro;;Blue;12405.0
0;47;M;1;Ensino Médio Completo;Solteiro;De 80 Mil a 120 Mil;Blue;17655.0
0;51;F;2;Desconhecido;Casado;Menos de 40 Mil;Blue;4941.0
1;30;F;1;Sem Escolaridade;Divorciado;Menos de 40 Mil;Blue;1644.0
0;34;F;2;Pós-Graduação;Solteiro;;Blue;3095.0
0;60;F;0;Pós-Graduação;;Menos de 40 Mil;Blue;3828.0
0;49;F;2;Sem Escolaridade;Solteiro;Menos de 40 Mil;Blue;2182.0
0;51;M;2;Desconhecido;Solteiro;De 60 Mil a 80 Mil;Blue;13906.0
0;50;M;1;Ensino Médio Completo;Casado;De 80 Mil a 120 Mil;Blue;10588.0
0;32;F;2;Mestrado;Solteiro;Menos de 40 Mil;Blue;2973.0
1;50;F;2;Mestrado;Casado;;Blue;4045.0
0;40;M;4;Pós-Graduação;Casado;De 80 Mil a 120 Mil;Blue;2165.0
1;34;F;2;Pós-Graduação;Casado;Menos de 40 Mil;Blue;5845.0
0;50;M;2;Desconhecido;Solteiro;Mais de 120 Mil;Blue;15341.0
0;45;M;4;Ensino Superior Completo;Casado;De 60 Mil a 80 Mil;Blue;3035.0
0;45;F;3;Ensino Médio Completo;Solteiro;;Blue;1986.0
0;45;F;3;Ensino Superior Completo;Casado;Menos de 40 Mil;Blue;4602.0
1;43;F;5;Sem Escolaridade;Solteiro;Menos de 40 Mil;Blue;2689.0
0;65;M;0;Desconhecido;Solteiro;De 40 Mil a 60 Mil;Blue;9383.0
0;47;F;4;Pós-Graduação;Solteiro;Menos de 40 Mil;Blue;1438.3
1;42;F;2;Sem Escolaridade;Solteiro;Menos de 40 Mil;Blue;1443.0
0;51;F;4;Pós-Graduação;Solteiro;Menos de 40 Mil;Blue;2847.0
0;44;M;5;Ensino Médio Completo;Solteiro;De 80 Mil a 120 Mil;Blue;15638.0
0;43;M;2;Mestrado;Casado;Mais de 120 Mil;Blue;10700.0
1;44;F;2;Pós-Graduação;Solteiro;Menos de 40 Mil;Blue;1438.3
1;50;F;1;Mestrado;Casado;De 40 Mil a 60 Mil;Blue;1694.0
1;53;F;3;Ensino Médio Completo;Divorciado;;Blue;7939.0
0;42;F;3;Pós-Graduação;Solteiro;Menos de 40 Mil;Blue;2555.0
0;55;F;2;Desconhecido;Solteiro;Menos de 40 Mil;Blue;2850.0
0;59;M;1;Ensino Médio Completo;Solteiro;De 60 Mil a 80 Mil;Blue;8973.0
0;58;F;1;Desconhecido;Solteiro;De 40 Mil a 60 Mil;Blue;6960.0
0;60;F;2;Ensino Superior Completo;Casado;Menos de 40 Mil;Blue;4167.0
0;49;F;2;Sem Escolaridade;Casado;;Blue;5099.0
0;42;F;4;Pós-Graduação;Divorciado;;Blue;2782.0
0;44;F;3;Pós-Graduação;Casado;Menos de 40 Mil;Blue;1480.0
0;56;M;1;Ensino Médio Completo;Solteiro;De 80 Mil a 120 Mil;Blue;5070.0
0;52;M;2;Desconhecido;Solteiro;De 80 Mil a 120 Mil;Blue;2757.0
0;54;M;2;Desconhecido;Casado;De 80 Mil a 120 Mil;Blue;5774.0
0;55;M;2;Pós-Graduação;Casado;De 60 Mil a 80 Mil;Blue;6054.0
0;57;M;1;Desconhecido;Solteiro;De 60 Mil a 80 Mil;Blue;19090.0
0;43;F;2;Desconhecido;Casado;Menos de 40 Mil;Blue;2069.0
0;47;F;4;Pós-Graduação;Casado;Menos de 40 Mil;Blue;2447.0
0;56;F;1;Sem Escolaridade;Casado;Menos de 40 Mil;Blue;3022.0
0;44;F;2;Pós-Graduação;Casado;Menos de 40 Mil;Blue;4473.0
0;54;F;1;Doutorado;;Menos de 40 Mil;Blue;5267.0
0;37;M;3;Pós-Graduação;Solteiro;De 80 Mil a 120 Mil;Blue;7199.0
0;49;F;2;Pós-Graduação;Casado;Menos de 40 Mil;Blue;1438.3
1;51;F;2;Desconhecido;Solteiro;Menos de 40 Mil;Blue;3245.0
0;47;F;5;Desconhecido;Solteiro;De 40 Mil a 60 Mil;Blue;3888.0
0;45;F;5;Desconhecido;Casado;;Blue;14728.0
1;38;F;4;Ensino Médio Completo;Solteiro;De 40 Mil a 60 Mil;Blue;1438.3
1;48;M;4;Desconhecido;Solteiro;De 40 Mil a 60 Mil;Blue;11272.0
0;49;F;3;Pós-Graduação;;Menos de 40 Mil;Blue;2705.0
0;41;M;4;Pós-Graduação;Casado;De 80 Mil a 120 Mil;Blue;12270.0
0;54;F;2;Sem Escolaridade;Solteiro;Menos de 40 Mil;Blue;3006.0
0;39;M;2;Sem Escolaridade;Solteiro;De 80 Mil a 120 Mil;Blue;7901.0
0;38;M;0;Ensino Médio Completo;Solteiro;De 80 Mil a 120 Mil;Blue;5983.0
0;64;M;0;Ensino Superior Completo;Solteiro;De 40 Mil a 60 Mil;Blue;7362.0
0;55;M;2;Doutorado;Solteiro;De 80 Mil a 120 Mil;Blue;3046.0
0;50;M;2;Sem Escolaridade;Casado;Mais de 120 Mil;Blue;34516.0
1;55;F;1;Doutorado;Casado;;Blue;12972.0
0;44;F;5;Pós-Graduação;Solteiro;;Blue;17785.0
0;55;M;2;Ensino Médio Completo;Solteiro;Mais de 120 Mil;Blue;3029.0
0;58;M;0;Pós-Graduação;Divorciado;;Blue;9097.0
0;51;F;2;Sem Escolaridade;Solteiro;Menos de 40 Mil;Blue;1438.3
0;58;M;3;Sem Escolaridade;;De 80 Mil a 120 Mil;Blue;2375.0
1;47;F;3;Pós-Graduação;;Menos de 40 Mil;Blue;8109.0
0;53;F;1;Mestrado;Solteiro;De 40 Mil a 60 Mil;Blue;2618.0
0;42;F;3;Sem Escolaridade;Casado;;Blue;3549.0
0;45;M;5;Pós-Graduação;Solteiro;Menos de 40 Mil;Blue;2718.0
0;60;F;0;Pós-Graduação;Casado;Menos de 40 Mil;Blue;2230.0
1;42;F;3;Ensino Superior Completo;Solteiro;Menos de 40 Mil;Blue;3802.0
0;55;F;2;Sem Escolaridade;Casado;Menos de 40 Mil;Blue;2736.0
0;51;F;2;Ensino Médio Completo;Casado;Menos de 40 Mil;Blue;2258.0
1;51;F;1;Pós-Graduação;Casado;Menos de 40 Mil;Blue;1438.3
1;65;M;2;Desconhecido;Solteiro;Menos de 40 Mil;Blue;2954.0
0;50;M;4;Pós-Graduação;Casado;De 80 Mil a 120 Mil;Blue;11882.0
0;49;F;3;Sem Escolaridade;Casado;Menos de 40 Mil;Blue;1438.3
0;38;F;2;Pós-Graduação;Solteiro;Menos de 40 Mil;Blue;1438.3
0;54;F;3;Doutorado;Solteiro;Menos de 40 Mil;Blue;2778.0
0;54;F;1;Ensino Médio Completo;Casado;Menos de 40 Mil;Blue;2474.0
0;54;F;3;Desconhecido;Solteiro;De 40 Mil a 60 Mil;Blue;5632.0
1;49;F;3;Pós-Graduação;Solteiro;;Blue;11025.0
0;43;F;1;Pós-Graduação;Solteiro;Menos de 40 Mil;Blue;2642.0
0;43;M;2;Pós-Graduação;Casado;De 80 Mil a 120 Mil;Blue;30357.0
0;57;F;1;Sem Escolaridade;Divorciado;Menos de 40 Mil;Blue;2201.0
1;46;F;2;Desconhecido;Casado;Menos de 40 Mil;Blue;2002.0
0;43;F;3;Ensino Médio Completo;;;Blue;8777.0
1;53;F;2;Desconhecido;Solteiro;Menos de 40 Mil;Blue;2575.0
0;43;F;3;Mestrado;Solteiro;De 40 Mil a 60 Mil;Blue;5182.0
0;49;M;2;Sem Escolaridade;Casado;De 60 Mil a 80 Mil;Blue;3783.0
0;51;M;3;Sem Escolaridade;Casado;Mais de 120 Mil;Blue;34516.0
0;46;F;3;Ensino Médio Completo;;Menos de 40 Mil;Blue;1515.0
0;56;F;3;Ensino Médio Completo;Casado;Menos de 40 Mil;Blue;2865.0
0;46;F;4;Pós-Graduação;Solteiro;De 40 Mil a 60 Mil;Blue;2711.0
0;54;F;2;Desconhecido;Solteiro;Menos de 40 Mil;Blue;2341.0
0;51;M;1;Ensino Médio Completo;Solteiro;De 80 Mil a 120 Mil;Blue;13287.0
0;33;F;3;Pós-Graduação;Casado;Menos de 40 Mil;Blue;1438.3
1;41;M;3;Ensino Médio Completo;;De 40 Mil a 60 Mil;Blue;1639.0
0;55;M;3;Pós-Graduação;Casado;De 60 Mil a 80 Mil;Blue;5668.0
1;55;M;1;Sem Escolaridade;Solteiro;Mais de 120 Mil;Blue;24542.0
0;41;F;3;Pós-Graduação;Casado;Menos de 40 Mil;Blue;1959.0
1;50;F;1;Sem Escolaridade;Solteiro;Menos de 40 Mil;Blue;1838.0
1;36;F;2;Pós-Graduação;;Menos de 40 Mil;Blue;3111.0
0;39;F;0;Ensino Médio Completo;Solteiro;Menos de 40 Mil;Blue;3927.0
0;38;F;1;Sem Escolaridade;Casado;Menos de 40 Mil;Blue;4345.0
0;46;F;2;Pós-Graduação;;Menos de 40 Mil;Blue;3003.0
1;40;F;1;Ensino Médio Completo;Solteiro;Menos de 40 Mil;Blue;1438.3
0;58;M;1;Sem Escolaridade;Solteiro;De 60 Mil a 80 Mil;Blue;2541.0
1;43;F;4;Sem Escolaridade;Solteiro;Menos de 40 Mil;Blue;2422.0
1;56;F;2;Sem Escolaridade;Solteiro;Menos de 40 Mil;Blue;1440.0
0;58;M;4;Ensino Superior Completo;Solteiro;De 80 Mil a 120 Mil;Blue;26108.0
1;29;F;1;Sem Escolaridade;Solteiro;Menos de 40 Mil;Blue;2516.0
1;48;F;4;Doutorado;Divorciado;De 40 Mil a 60 Mil;Blue;3646.0
0;61;F;0;Sem Escolaridade;Solteiro;De 40 Mil a 60 Mil;Blue;2214.0
0;51;M;2;Ensino Superior Completo;Solteiro;De 80 Mil a 120 Mil;Blue;11862.0
0;44;F;3;Ensino Superior Completo;Casado;;Blue;8729.0
0;35;F;2;Sem Escolaridade;Solteiro;;Blue;2423.0
1;48;F;3;Sem Escolaridade;Divorciado;Menos de 40 Mil;Blue;4073.0
0;26;M;0;Pós-Graduação;Casado;Menos de 40 Mil;Blue;9916.0
0;39;F;1;Pós-Graduação;Casado;Menos de 40 Mil;Blue;1438.3
0;38;M;2;Ensino Superior Completo;Casado;De 80 Mil a 120 Mil;Blue;6452.0
1;51;F;1;Doutorado;Solteiro;Menos de 40 Mil;Blue;1952.0
0;37;F;2;Sem Escolaridade;Casado;Menos de 40 Mil;Blue;1438.3
0;53;F;2;Doutorado;Solteiro;;Blue;4500.0
0;53;F;2;Ensino Médio Completo;Solteiro;Menos de 40 Mil;Blue;2252.0
0;39;F;2;Sem Escolaridade;Solteiro;Menos de 40 Mil;Blue;2370.0
0;56;F;4;Ensino Médio Completo;Solteiro;De 40 Mil a 60 Mil;Blue;2610.0
0;52;F;4;Desconhecido;Casado;Menos de 40 Mil;Blue;2294.0
0;51;F;2;Pós-Graduação;Divorciado;;Blue;5062.0
0;43;F;3;Desconhecido;Casado;Menos de 40 Mil;Blue;2415.0
0;51;F;1;Ensino Médio Completo;Solteiro;Menos de 40 Mil;Blue;2918.0
0;53;F;2;Pós-Graduação;Solteiro;Menos de 40 Mil;Blue;2708.0
0;54;F;3;Ensino Médio Completo;Casado;Menos de 40 Mil;Blue;3666.0
0;36;F;4;Ensino Médio Completo;Casado;De 40 Mil a 60 Mil;Blue;1438.3
1;53;F;0;Ensino Médio Completo;Casado;Menos de 40 Mil;Blue;1438.3
1;39;F;3;Sem Escolaridade;Divorciado;;Blue;2809.0
0;46;M;3;Pós-Graduação;Casado;De 80 Mil a 120 Mil;Blue;26303.0
0;56;M;2;Pós-Graduação;Solteiro;De 80 Mil a 120 Mil;Blue;15982.0
0;40;F;4;Pós-Graduação;Casado;;Blue;25060.0
0;42;F;3;Ensino Médio Completo;Solteiro;De 40 Mil a 60 Mil;Blue;1545.0
0;43;F;5;Pós-Graduação;Solteiro;Menos de 40 Mil;Blue;1438.3
0;43;M;1;Mestrado;;De 60 Mil a 80 Mil;Blue;4112.0
0;47;F;3;Pós-Graduação;Casado;Menos de 40 Mil;Blue;1451.0
0;49;F;4;Pós-Graduação;Solteiro;;Blue;16424.0
0;48;F;4;Sem Escolaridade;Casado;Menos de 40 Mil;Blue;2340.0
0;47;F;4;Pós-Graduação;Casado;Menos de 40 Mil;Blue;1926.0
1;48;M;3;Mestrado;Casado;De 40 Mil a 60 Mil;Blue;2954.0
1;36;F;2;Ensino Médio Completo;Casado;De 40 Mil a 60 Mil;Blue;1848.0
0;47;F;3;Desconhecido;Casado;;Blue;1634.0
0;49;F;3;Sem Escolaridade;Solteiro;Menos de 40 Mil;Blue;4328.0
0;51;F;3;Ensino Médio Completo;Casado;Menos de 40 Mil;Blue;2943.0
0;54;F;2;Desconhecido;Casado;Menos de 40 Mil;Blue;2611.0
0;43;F;4;Pós-Graduação;Solteiro;Menos de 40 Mil;Blue;2419.0
0;49;F;1;Pós-Graduação;Casado;De 40 Mil a 60 Mil;Blue;5481.0
0;40;F;4;Desconhecido;Solteiro;Menos de 40 Mil;Blue;2129.0
0;40;M;3;Desconhecido;Casado;De 60 Mil a 80 Mil;Blue;9026.0
0;48;M;2;Desconhecido;;De 40 Mil a 60 Mil;Blue;1761.0
1;60;M;1;Sem Escolaridade;Casado;Menos de 40 Mil;Blue;3316.0
1;50;F;1;Doutorado;Solteiro;;Blue;1970.0
0;46;F;4;Ensino Médio Completo;Casado;Menos de 40 Mil;Blue;1438.3
0;35;F;3;Sem Escolaridade;Casado;;Blue;2278.0
0;65;M;1;Desconhecido;Solteiro;De 40 Mil a 60 Mil;Blue;13364.0
0;52;M;3;Pós-Graduação;Solteiro;De 60 Mil a 80 Mil;Blue;2801.0
0;44;M;2;Pós-Graduação;Solteiro;;Blue;28292.0
0;35;F;4;Ensino Superior Completo;Casado;Menos de 40 Mil;Blue;2933.0
0;45;M;3;Pós-Graduação;Casado;De 80 Mil a 120 Mil;Blue;21630.0
0;56;F;1;Desconhecido;Casado;Menos de 40 Mil;Blue;3132.0
0;50;F;1;Ensino Médio Completo;Casado;De 40 Mil a 60 Mil;Blue;2961.0
1;52;F;3;Pós-Graduação;Casado;;Blue;4173.0
0;37;F;1;Ensino Médio Completo;Solteiro;;Blue;2458.0
0;44;M;2;Ensino Superior Completo;Casado;De 60 Mil a 80 Mil;Blue;12229.0
0;35;F;3;Pós-Graduação;Casado;Menos de 40 Mil;Blue;2272.0
0;42;M;4;Sem Escolaridade;Casado;Mais de 120 Mil;Blue;6953.0
0;48;F;4;Ensino Superior Completo;Casado;De 40 Mil a 60 Mil;Blue;1792.0
0;47;F;4;Doutorado;Solteiro;Menos de 40 Mil;Blue;2765.0
1;43;F;4;Desconhecido;Casado;Menos de 40 Mil;Blue;2895.0
0;39;F;1;Sem Escolaridade;Solteiro;Menos de 40 Mil;Blue;6904.0
1;39;M;2;Ensino Médio Completo;Casado;De 40 Mil a 60 Mil;Blue;2220.0
0;48;F;3;Ensino Médio Completo;Casado;Menos de 40 Mil;Blue;1495.0
0;42;F;5;Desconhecido;Casado;Menos de 40 Mil;Blue;2541.0
0;34;F;3;Pós-Graduação;Solteiro;;Blue;7531.0
0;47;F;4;Mestrado;;;Blue;8644.0
0;43;F;4;Ensino Superior Completo;Solteiro;De 40 Mil a 60 Mil;Blue;1531.0
0;50;F;2;Pós-Graduação;Casado;Menos de 40 Mil;Blue;2884.0
1;55;F;2;Desconhecido;Solteiro;;Blue;10241.0
0;50;F;1;Mestrado;Solteiro;De 40 Mil a 60 Mil;Blue;4182.0
1;44;F;1;Pós-Graduação;Solteiro;Menos de 40 Mil;Blue;3101.0
0;54;F;3;Sem Escolaridade;Solteiro;Menos de 40 Mil;Blue;4542.0
0;40;F;3;Ensino Superior Completo;Solteiro;Menos de 40 Mil;Blue;3372.0
0;40;M;2;Pós-Graduação;Divorciado;De 60 Mil a 80 Mil;Blue;3099.0
0;41;F;3;Ensino Médio Completo;Divorciado;;Blue;2416.0
0;52;F;2;Sem Escolaridade;Casado;Menos de 40 Mil;Blue;5299.0
0;41;F;4;Pós-Graduação;Solteiro;Menos de 40 Mil;Blue;2138.0
1;47;F;1;Desconhecido;Casado;Menos de 40 Mil;Blue;1850.0
0;53;F;1;Ensino Superior Completo;;De 40 Mil a 60 Mil;Blue;3585.0
0;48;F;4;Sem Escolaridade;Casado;De 40 Mil a 60 Mil;Blue;2690.0
0;62;M;0;Pós-Graduação;;De 80 Mil a 120 Mil;Blue;29100.0
1;59;M;2;Sem Escolaridade;Solteiro;De 40 Mil a 60 Mil;Blue;2699.0
0;41;M;3;Ensino Médio Completo;Casado;De 80 Mil a 120 Mil;Blue;8376.0
0;50;M;3;Desconhecido;Solteiro;De 40 Mil a 60 Mil;Blue;13509.0
0;38;F;3;Pós-Graduação;Casado;Menos de 40 Mil;Blue;2396.0
0;50;M;1;Doutorado;Casado;De 80 Mil a 120 Mil;Blue;18964.0
0;40;F;5;Pós-Graduação;Casado;Menos de 40 Mil;Blue;2114.0
0;39;F;4;Sem Escolaridade;Solteiro;Menos de 40 Mil;Blue;1623.0
0;40;F;1;Ensino Médio Completo;Divorciado;Menos de 40 Mil;Blue;2579.0
1;41;M;4;Pós-Graduação;Solteiro;De 60 Mil a 80 Mil;Blue;5045.0
1;35;F;0;Pós-Graduação;Casado;Menos de 40 Mil;Blue;2089.0
0;48;F;5;Sem Escolaridade;Casado;De 40 Mil a 60 Mil;Blue;2866.0
0;49;M;4;Desconhecido;Casado;De 80 Mil a 120 Mil;Blue;9738.0
0;55;M;2;Doutorado;Casado;De 60 Mil a 80 Mil;Blue;4370.0
0;58;M;3;Desconhecido;Solteiro;De 80 Mil a 120 Mil;Blue;3355.0
0;43;F;2;Ensino Médio Completo;Solteiro;De 40 Mil a 60 Mil;Blue;5070.0
0;35;F;2;Pós-Graduação;Casado;Menos de 40 Mil;Blue;2572.0
0;40;F;3;Pós-Graduação;Solteiro;Menos de 40 Mil;Blue;2016.0
1;55;F;1;Pós-Graduação;;Menos de 40 Mil;Blue;3552.0
1;43;F;3;Desconhecido;Solteiro;Menos de 40 Mil;Blue;2325.0
0;46;F;4;Ensino Médio Completo;;Menos de 40 Mil;Blue;2533.0
0;48;F;3;Ensino Médio Completo;Solteiro;De 40 Mil a 60 Mil;Blue;3871.0
1;32;F;0;Pós-Graduação;Solteiro;Menos de 40 Mil;Blue;3983.0
0;61;F;0;Pós-Graduação;Casado;;Blue;2035.0
0;53;F;1;Sem Escolaridade;Solteiro;Menos de 40 Mil;Blue;1773.0
0;42;F;3;Sem Escolaridade;Divorciado;Menos de 40 Mil;Blue;2029.0
1;45;M;2;Ensino Médio Completo;Solteiro;Mais de 120 Mil;Blue;15490.0
0;56;F;2;Sem Escolaridade;Solteiro;De 40 Mil a 60 Mil;Blue;2941.0
0;42;F;4;Pós-Graduação;;Menos de 40 Mil;Blue;2314.0
1;40;F;4;Sem Escolaridade;Solteiro;Menos de 40 Mil;Blue;4212.0
0;57;M;2;Pós-Graduação;Casado;De 80 Mil a 120 Mil;Blue;6248.0
0;40;M;2;Ensino Médio Completo;Divorciado;De 40 Mil a 60 Mil;Blue;2430.0
0;48;M;4;Desconhecido;Solteiro;De 80 Mil a 120 Mil;Blue;5543.0
0;42;F;3;Pós-Graduação;Casado;De 40 Mil a 60 Mil;Blue;2470.0
0;49;F;4;Doutorado;Solteiro;De 40 Mil a 60 Mil;Blue;3255.0
1;44;F;4;Desconhecido;Casado;De 40 Mil a 60 Mil;Blue;1691.0
1;43;M;4;Doutorado;;De 60 Mil a 80 Mil;Blue;18229.0
0;48;F;3;Sem Escolaridade;Solteiro;;Blue;2827.0
0;43;F;2;Pós-Graduação;Divorciado;Menos de 40 Mil;Blue;2351.0
0;45;F;2;Pós-Graduação;Casado;Menos de 40 Mil;Blue;4202.0
0;40;F;1;Ensino Médio Completo;Casado;Menos de 40 Mil;Blue;4712.0
0;53;M;3;Sem Escolaridade;Solteiro;De 80 Mil a 120 Mil;Blue;2611.0
0;38;F;2;Desconhecido;Solteiro;Menos de 40 Mil;Blue;3206.0
0;39;F;2;Ensino Médio Completo;Solteiro;Menos de 40 Mil;Blue;5245.0
0;39;M;3;Ensino Médio Completo;Casado;De 60 Mil a 80 Mil;Blue;2583.0
0;59;F;0;Pós-Graduação;;;Blue;1438.3
0;40;M;3;Mestrado;Casado;Mais de 120 Mil;Blue;7464.0
0;54;F;3;Pós-Graduação;Casado;;Blue;4928.0
0;46;F;3;Pós-Graduação;Divorciado;Menos de 40 Mil;Blue;9863.0
0;44;F;3;Ensino Superior Completo;;Menos de 40 Mil;Blue;5024.0
0;44;F;3;Sem Escolaridade;Solteiro;Menos de 40 Mil;Blue;1438.3
1;44;F;4;Pós-Graduação;Casado;De 40 Mil a 60 Mil;Blue;1452.0
0;50;F;5;Sem Escolaridade;Casado;;Blue;3317.0
1;39;F;2;Pós-Graduação;Solteiro;Menos de 40 Mil;Blue;1438.3
0;37;F;2;Ensino Médio Completo;Solteiro;Menos de 40 Mil;Blue;2448.0
